schema,name,args,return_type,language,volatility,security_definer,lines,bytes,filename
public,et_preview_document_list_2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,199,8461,public/et_preview_document_list_2.sql
public,et_realtime_annotation_highlight_transfer,"parameter json, ref refcursor",refcursor,plpgsql,v,false,31,925,public/et_realtime_annotation_highlight_transfer.sql
public,et_realtime_annotation_transfer,"parameter json, ref refcursor",refcursor,plpgsql,v,false,26,844,public/et_realtime_annotation_transfer.sql
public,et_realtime_annots_by_pageno,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,636,public/et_realtime_annots_by_pageno.sql
public,et_realtime_assignedusers,"parameter json, ref refcursor",refcursor,plpgsql,v,false,34,906,public/et_realtime_assignedusers.sql
public,et_realtime_assignment,"parameter json, ref refcursor",refcursor,plpgsql,v,false,38,1590,public/et_realtime_assignment.sql
public,et_realtime_case_all_tabs,"parameter json, ref refcursor",refcursor,plpgsql,v,false,35,1191,public/et_realtime_case_all_tabs.sql
public,et_realtime_caselist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,41,1496,public/et_realtime_caselist.sql
public,et_realtime_combo_sessionlist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,32,1311,public/et_realtime_combo_sessionlist.sql
public,et_realtime_connection_servers,"parameter json, ref refcursor",refcursor,plpgsql,v,false,29,838,public/et_realtime_connection_servers.sql
public,et_realtime_coremaster_data,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,723,public/et_realtime_coremaster_data.sql
public,et_realtime_defaultvalueupdate,"parameter json, ref refcursor",refcursor,plpgsql,v,false,50,1613,public/et_realtime_defaultvalueupdate.sql
public,et_realtime_delete_multiple_rhighlights,"parameter json, ref refcursor",refcursor,plpgsql,v,false,34,914,public/et_realtime_delete_multiple_rhighlights.sql
public,et_realtime_demo_issues_delete,"parameter json, ref refcursor",refcursor,plpgsql,v,false,63,2499,public/et_realtime_demo_issues_delete.sql
public,et_realtime_docinfo_by_tab,"parameter json, ref refcursor",refcursor,plpgsql,v,false,24,787,public/et_realtime_docinfo_by_tab.sql
public,et_realtime_ensure_unassigned_issue,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,78,2745,public/et_realtime_ensure_unassigned_issue.sql
public,et_realtime_export_annotations_summary,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,111,4780,public/et_realtime_export_annotations_summary.sql
public,et_realtime_export_annotations_summary_test,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,100,4255,public/et_realtime_export_annotations_summary_test.sql
public,et_realtime_export_logs,"parameter json, ref refcursor",refcursor,plpgsql,v,false,59,2689,public/et_realtime_export_logs.sql
public,et_realtime_export_othercasedetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,29,1137,public/et_realtime_export_othercasedetail.sql
public,et_realtime_filter_last_issue,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,1217,public/et_realtime_filter_last_issue.sql
public,et_realtime_get_annotation_by_session,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,616,public/et_realtime_get_annotation_by_session.sql
public,et_realtime_get_annotation_by_session_1,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,665,public/et_realtime_get_annotation_by_session_1.sql
public,et_realtime_get_annotation_by_session_test_2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,709,public/et_realtime_get_annotation_by_session_test_2.sql
public,et_realtime_get_annotation_by_session_v2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,50,1615,public/et_realtime_get_annotation_by_session_v2.sql
public,et_realtime_get_connectivitylogs,"parameter json, ref refcursor",refcursor,plpgsql,v,false,36,1150,public/et_realtime_get_connectivitylogs.sql
public,et_realtime_get_export_annotations,"parameter json, ref refcursor",refcursor,plpgsql,v,false,45,1215,public/et_realtime_get_export_annotations.sql
public,et_realtime_get_highlightlist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,21,764,public/et_realtime_get_highlightlist.sql
public,et_realtime_get_issue_annot,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,965,public/et_realtime_get_issue_annot.sql
public,et_realtime_get_issue_annotation_highlight,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,67,3142,public/et_realtime_get_issue_annotation_highlight.sql
public,et_realtime_get_issue_annotation_highlight_export,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,143,3974,public/et_realtime_get_issue_annotation_highlight_export.sql
public,et_realtime_get_issue_annotation_highlight_export_test,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,124,5447,public/et_realtime_get_issue_annotation_highlight_export_test.sql
public,et_realtime_get_issue_annotation_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,666,public/et_realtime_get_issue_annotation_list.sql
public,et_realtime_get_issue_details,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,656,public/et_realtime_get_issue_details.sql
public,et_realtime_get_issuedetail_by_id,"parameter json, ref refcursor",refcursor,plpgsql,v,false,18,491,public/et_realtime_get_issuedetail_by_id.sql
public,et_realtime_get_rhighlights_by_session,"parameter json, ref refcursor",refcursor,plpgsql,v,false,20,456,public/et_realtime_get_rhighlights_by_session.sql
public,et_realtime_get_rhighlights_by_session_test1,"parameter json, ref refcursor",refcursor,plpgsql,v,false,17,493,public/et_realtime_get_rhighlights_by_session_test1.sql
public,et_realtime_get_rhighlights_by_session_test2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,562,public/et_realtime_get_rhighlights_by_session_test2.sql
public,et_realtime_handle_issue_category,"parameter json, ref refcursor",refcursor,plpgsql,v,false,79,2551,public/et_realtime_handle_issue_category.sql
public,et_realtime_handle_issue_detail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,115,4215,public/et_realtime_handle_issue_detail.sql
public,et_realtime_handle_issue_master,"parameter json, ref refcursor",refcursor,plpgsql,v,false,177,6376,public/et_realtime_handle_issue_master.sql
public,et_realtime_handle_rhighlights,"parameter json, ref refcursor",refcursor,plpgsql,v,false,147,6095,public/et_realtime_handle_rhighlights.sql
public,et_realtime_insertlog,"parameter json, ref refcursor",refcursor,plpgsql,v,false,73,2109,public/et_realtime_insertlog.sql
public,et_realtime_insertupdate_rtconnectivitylogs,"parameter json, ref refcursor",refcursor,plpgsql,v,false,45,1683,public/et_realtime_insertupdate_rtconnectivitylogs.sql
public,et_realtime_insertupdate_servers,"parameter json, ref refcursor",refcursor,plpgsql,v,false,59,1580,public/et_realtime_insertupdate_servers.sql
public,et_realtime_insertupdate_session,"parameter json, ref refcursor",refcursor,plpgsql,v,false,106,4487,public/et_realtime_insertupdate_session.sql
public,et_realtime_issue_colors,"parameter json, ref refcursor",refcursor,plpgsql,v,false,27,767,public/et_realtime_issue_colors.sql
public,et_realtime_issue_detail_note,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,496,public/et_realtime_issue_detail_note.sql
public,et_realtime_issuecategory,"parameter json, ref refcursor",refcursor,plpgsql,v,false,27,792,public/et_realtime_issuecategory.sql
public,et_realtime_issuedetail_by_issueid,"parameter json, ref refcursor",refcursor,plpgsql,v,false,31,1019,public/et_realtime_issuedetail_by_issueid.sql
public,et_realtime_issuedetail_by_issueid,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,103,3406,public/et_realtime_issuedetail_by_issueid__1.sql
public,et_realtime_issuelist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,43,1717,public/et_realtime_issuelist.sql
public,et_realtime_issuelist_group,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,68,3496,public/et_realtime_issuelist_group.sql
public,et_realtime_issuelist_group_backup,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,74,3495,public/et_realtime_issuelist_group_backup.sql
public,et_realtime_livesession_bycaseid,"parameter json, ref refcursor",refcursor,plpgsql,v,false,29,926,public/et_realtime_livesession_bycaseid.sql
public,et_realtime_logs_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,51,2248,public/et_realtime_logs_list.sql
public,et_realtime_navigate_checkdata,"parameter json, ref1 refcursor",refcursor,plpgsql,v,false,53,1864,public/et_realtime_navigate_checkdata.sql
public,et_realtime_navigate_get_all_fact_list,"parameter json, ref1 refcursor",refcursor,plpgsql,v,false,83,2717,public/et_realtime_navigate_get_all_fact_list.sql
public,et_realtime_navigate_get_qfact_list,"parameter json, ref1 refcursor",refcursor,plpgsql,v,false,57,2046,public/et_realtime_navigate_get_qfact_list.sql
public,et_realtime_navigate_get_qmarks_list,"parameter json, ref1 refcursor",refcursor,plpgsql,v,false,64,2368,public/et_realtime_navigate_get_qmarks_list.sql
public,et_realtime_notification_pending,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,608,public/et_realtime_notification_pending.sql
public,et_realtime_notification_status_update,"parameter json, ref refcursor",refcursor,plpgsql,v,false,26,656,public/et_realtime_notification_status_update.sql
public,et_realtime_notification_users,"parameter json, ref refcursor",refcursor,plpgsql,v,false,42,1593,public/et_realtime_notification_users.sql
public,et_realtime_onnewtask_start,"parameter json, ref refcursor",refcursor,plpgsql,v,false,26,735,public/et_realtime_onnewtask_start.sql
public,et_realtime_serverslist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,20,494,public/et_realtime_serverslist.sql
public,et_realtime_sessiondata,"parameter json, ref refcursor",refcursor,plpgsql,v,false,116,5082,public/et_realtime_sessiondata.sql
public,et_realtime_sessionlist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,53,1998,public/et_realtime_sessionlist.sql
public,et_realtime_sessions_bycaseid,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,898,public/et_realtime_sessions_bycaseid.sql
public,et_realtime_sessions_users_bycaseid,"parameter json, ref refcursor",refcursor,plpgsql,v,false,45,1747,public/et_realtime_sessions_users_bycaseid.sql
public,et_realtime_setserver,"parameter json, ref refcursor",refcursor,plpgsql,v,false,27,983,public/et_realtime_setserver.sql
public,et_realtime_sync_allusers,"parameter json, ref refcursor",refcursor,plpgsql,v,false,20,386,public/et_realtime_sync_allusers.sql
public,et_realtime_sync_delete,"parameter json, ref refcursor",refcursor,plpgsql,v,false,70,2265,public/et_realtime_sync_delete.sql
public,et_realtime_sync_highlight_update,"parameter json, ref refcursor",refcursor,plpgsql,v,false,105,20392,public/et_realtime_sync_highlight_update.sql
public,et_realtime_sync_issuedetail_update,"parameter json, ref refcursor",refcursor,plpgsql,v,false,99,6954,public/et_realtime_sync_issuedetail_update.sql
public,et_realtime_sync_issueupdate,"parameter json, ref refcursor",refcursor,plpgsql,v,false,145,8721,public/et_realtime_sync_issueupdate.sql
public,et_realtime_sync_logs,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,1001,public/et_realtime_sync_logs.sql
public,et_realtime_sync_session_users,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,588,public/et_realtime_sync_session_users.sql
public,et_realtime_sync_sessiondetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,46,1727,public/et_realtime_sync_sessiondetail.sql
public,et_realtime_sync_sessions,"parameter json, ref refcursor",refcursor,plpgsql,v,false,115,5480,public/et_realtime_sync_sessions.sql
public,et_realtime_todays_sessions,"parameter json, ref refcursor",refcursor,plpgsql,v,false,21,646,public/et_realtime_todays_sessions.sql
public,et_realtime_transcript_upload_status,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,735,public/et_realtime_transcript_upload_status.sql
public,et_realtime_transcriptfiles,"parameter json, ref refcursor",refcursor,plpgsql,v,false,23,840,public/et_realtime_transcriptfiles.sql
public,et_realtime_upcomming_sessions,"parameter json, ref refcursor",refcursor,plpgsql,v,false,14,415,public/et_realtime_upcomming_sessions.sql
public,et_realtime_update_default_h_issue,"parameter json, ref refcursor",refcursor,plpgsql,v,false,49,2060,public/et_realtime_update_default_h_issue.sql
public,et_realtime_update_running_session,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,958,public/et_realtime_update_running_session.sql
public,et_realtime_userlist,"parameter json, ref refcursor",refcursor,plpgsql,v,false,35,893,public/et_realtime_userlist.sql
public,et_realtime_users_search,"parameter json, ref refcursor",refcursor,plpgsql,v,false,43,1442,public/et_realtime_users_search.sql
public,et_recent_files,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,34,1166,public/et_recent_files.sql
public,et_rename_bundledetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,41,1490,public/et_rename_bundledetail.sql
public,et_rolelist,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,23,574,public/et_rolelist.sql
public,et_searched_files,"parameter json, ref refcursor",refcursor,plpgsql,v,false,69,4179,public/et_searched_files.sql
public,et_sectionbuilder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,56,2132,public/et_sectionbuilder.sql
public,et_sections,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,27,682,public/et_sections.sql
public,et_share_get_bundles_backupnow,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,47,2671,public/et_share_get_bundles_backupnow.sql
public,et_share_get_bundleusers,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,37,1928,public/et_share_get_bundleusers.sql
public,et_share_get_users,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,25,1097,public/et_share_get_users.sql
public,et_share_links,"parameter json, ref refcursor",refcursor,plpgsql,v,false,275,8879,public/et_share_links.sql
public,et_share_sectionbundle,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,223,10462,public/et_share_sectionbundle.sql
public,et_share_sectionbundle_new,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,145,7445,public/et_share_sectionbundle_new.sql
public,et_share_users_by_bid,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,51,2442,public/et_share_users_by_bid.sql
public,et_sidenav_filecontacts_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,95,3781,public/et_sidenav_filecontacts_list.sql
public,et_sidenav_task_fact,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,987,public/et_sidenav_task_fact.sql
public,et_sidenav_task_update_status,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,921,public/et_sidenav_task_update_status.sql
public,et_sidenave_tasks_facttaskissues,"parameter json, ref refcursor",refcursor,plpgsql,v,false,77,2929,public/et_sidenave_tasks_facttaskissues.sql
public,et_sidenave_tasks_facttasks,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,67,3103,public/et_sidenave_tasks_facttasks.sql
public,et_sidenave_tasks_filetasks,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,91,3970,public/et_sidenave_tasks_filetasks.sql
public,et_sidenave_tasks_filetasks_files,"parameter json, ref refcursor",refcursor,plpgsql,v,false,33,1054,public/et_sidenave_tasks_filetasks_files.sql
public,et_signin,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,30,798,public/et_signin.sql
public,et_signin_responce,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,37,880,public/et_signin_responce.sql
public,et_signin_rt,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,30,803,public/et_signin_rt.sql
public,et_signout,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,28,552,public/et_signout.sql
public,et_tag_builder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,98,3619,public/et_tag_builder.sql
public,et_tag_list,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,45,1147,public/et_tag_list.sql
public,et_task_delete,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,1052,public/et_task_delete.sql
public,et_task_detail,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,43,1270,public/et_task_detail.sql
public,et_task_detail_v2,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,47,1600,public/et_task_detail_v2.sql
public,et_task_insert,"parameter json, ref refcursor",refcursor,plpgsql,v,false,29,951,public/et_task_insert.sql
public,et_task_insert_assign,"parameter json, ref refcursor",refcursor,plpgsql,v,false,54,1577,public/et_task_insert_assign.sql
public,et_task_insert_assign_v2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,74,2470,public/et_task_insert_assign_v2.sql
public,et_task_insert_detail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,66,2249,public/et_task_insert_detail.sql
public,et_task_insert_detail_v2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,91,2510,public/et_task_insert_detail_v2.sql
public,et_task_insert_reminder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,29,780,public/et_task_insert_reminder.sql
public,et_task_insert_reminder_v2,"parameter json, ref refcursor",refcursor,plpgsql,v,false,35,1000,public/et_task_insert_reminder_v2.sql
public,et_task_list,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,42,1511,public/et_task_list.sql
public,et_task_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,1148,public/et_task_list__1.sql
public,et_task_list,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,82,3010,public/et_task_list__2.sql
public,et_task_list_old1,"parameter json, ref1 refcursor, ref2 refcursor, ref3 refcursor",SETOF refcursor,plpgsql,v,false,53,2017,public/et_task_list_old1.sql
public,et_task_list_old2,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,42,1516,public/et_task_list_old2.sql
public,et_task_update_status,"parameter json, ref refcursor",refcursor,plpgsql,v,false,25,1032,public/et_task_update_status.sql
public,et_teambuilder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,79,2564,public/et_teambuilder.sql
public,et_teamcolors,"parameter json, ref refcursor",refcursor,plpgsql,v,false,18,513,public/et_teamcolors.sql
public,et_teams,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,42,1286,public/et_teams.sql
public,et_teams_users,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,35,1045,public/et_teams_users.sql
public,et_ticket_builder,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,38,1060,public/et_ticket_builder.sql
public,et_ticket_caselist,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,24,479,public/et_ticket_caselist.sql
public,et_timezonelist,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,28,731,public/et_timezonelist.sql
public,et_toolbar_doc_info,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,1128,public/et_toolbar_doc_info.sql
public,et_transfer_bundles,"parameter json, ref refcursor",refcursor,plpgsql,v,false,43,1763,public/et_transfer_bundles.sql
public,et_unassign_bundles,"parameter json, ref refcursor",refcursor,plpgsql,v,false,66,3543,public/et_unassign_bundles.sql
public,et_unassign_contact,"parameter json, ref refcursor",refcursor,plpgsql,v,false,24,695,public/et_unassign_contact.sql
public,et_unassign_tag,"parameter json, ref refcursor",refcursor,plpgsql,v,false,24,622,public/et_unassign_tag.sql
public,et_unassign_task,"parameter json, ref refcursor",refcursor,plpgsql,v,false,24,658,public/et_unassign_task.sql
public,et_undo_bundles,"parameter json, ref refcursor",refcursor,plpgsql,v,false,46,1817,public/et_undo_bundles.sql
public,et_update_bundles_permisssoins,"parameter json, ref refcursor",refcursor,plpgsql,v,false,109,4664,public/et_update_bundles_permisssoins.sql
public,et_update_refpage,"parameter json, ref refcursor",refcursor,plpgsql,v,false,34,797,public/et_update_refpage.sql
public,et_upload_checkduplicacy,"parameter json, ref refcursor",refcursor,plpgsql,v,false,176,10206,public/et_upload_checkduplicacy.sql
public,et_upload_checkduplicacy_old,"parameter json, ref refcursor",refcursor,plpgsql,v,false,107,5089,public/et_upload_checkduplicacy_old.sql
public,et_upload_clearcompletes,"parameter json, ref refcursor",refcursor,plpgsql,v,false,46,1444,public/et_upload_clearcompletes.sql
public,et_upload_deletefiles,"parameter json, ref refcursor",refcursor,plpgsql,v,false,65,1919,public/et_upload_deletefiles.sql
public,et_upload_filestatus,"parameter json, ref refcursor",refcursor,plpgsql,v,false,20,636,public/et_upload_filestatus.sql
public,et_upload_getbundledetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,25,720,public/et_upload_getbundledetail.sql
public,et_upload_getcasedetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,31,992,public/et_upload_getcasedetail.sql
public,et_upload_getjobdetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,22,748,public/et_upload_getjobdetail.sql
public,et_upload_getsectiondetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,25,724,public/et_upload_getsectiondetail.sql
public,et_upload_job_failed,"parameter json, ref refcursor",refcursor,plpgsql,v,false,19,486,public/et_upload_job_failed.sql
public,et_upload_job_notifications,"parameter json, ref refcursor",refcursor,plpgsql,v,false,39,1462,public/et_upload_job_notifications.sql
public,et_upload_replacefile,"parameter json, ref refcursor",refcursor,plpgsql,v,false,38,1134,public/et_upload_replacefile.sql
public,et_upload_report_detail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,1341,public/et_upload_report_detail.sql
public,et_upload_report_detail_export,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,82,2679,public/et_upload_report_detail_export.sql
public,et_upload_report_filter,"parameter json, ref refcursor",refcursor,plpgsql,v,false,67,2424,public/et_upload_report_filter.sql
public,et_upload_report_summary,"parameter json, ref refcursor",refcursor,plpgsql,v,false,70,2556,public/et_upload_report_summary.sql
public,et_upload_sections,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,48,2042,public/et_upload_sections.sql
public,et_upload_unzip,"parameter json, ref refcursor",refcursor,plpgsql,v,false,46,1860,public/et_upload_unzip.sql
public,et_upload_unzip_extractation,"parameter json, ref refcursor",refcursor,plpgsql,v,false,113,34346,public/et_upload_unzip_extractation.sql
public,et_upload_unzip_update_bundledetail,"parameter json, ref refcursor",refcursor,plpgsql,v,false,35,1334,public/et_upload_unzip_update_bundledetail.sql
public,et_upload_update_convertinfo,"parameter json, ref refcursor",refcursor,plpgsql,v,false,102,5259,public/et_upload_update_convertinfo.sql
public,et_upload_update_filepath,"parameter json, ref refcursor",refcursor,plpgsql,v,false,25,707,public/et_upload_update_filepath.sql
public,et_upload_update_fver,"parameter json, ref refcursor",refcursor,plpgsql,v,false,21,629,public/et_upload_update_fver.sql
public,et_upload_update_version,"parameter json, ref refcursor",refcursor,plpgsql,v,false,32,928,public/et_upload_update_version.sql
public,et_upload_updatefileinfo,"parameter json, ref refcursor",refcursor,plpgsql,v,false,109,4211,public/et_upload_updatefileinfo.sql
public,et_user_login,"parameter json, ref refcursor",refcursor,plpgsql,v,false,45,1558,public/et_user_login.sql
public,et_user_permission,"parameter json, ref refcursor",refcursor,plpgsql,v,false,30,829,public/et_user_permission.sql
public,et_user_sectionbuilder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,46,2085,public/et_user_sectionbuilder.sql
public,et_user_sections,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,58,1947,public/et_user_sections.sql
public,et_user_sync_update,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,28,598,public/et_user_sync_update.sql
public,et_user_team_management,"parameter json, ref refcursor",refcursor,plpgsql,v,false,134,5611,public/et_user_team_management.sql
public,et_user_teamid,"parameter json, ref refcursor",refcursor,plpgsql,v,false,21,514,public/et_user_teamid.sql
public,et_user_tickets,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,32,705,public/et_user_tickets.sql
public,et_user_tickets_clear,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,31,643,public/et_user_tickets_clear.sql
public,et_userbuilder,"parameter json, ref refcursor",refcursor,plpgsql,v,false,67,2300,public/et_userbuilder.sql
public,et_userdetail,"parameter json, ref1 refcursor",SETOF refcursor,plpgsql,v,false,26,585,public/et_userdetail.sql
public,et_web_delete,"parameter json, ref refcursor",refcursor,plpgsql,v,false,28,829,public/et_web_delete.sql
public,et_web_insert,"parameter json, ref refcursor",refcursor,plpgsql,v,false,69,4177,public/et_web_insert.sql
public,et_web_link_list,"parameter json, ref1 refcursor, ref2 refcursor",SETOF refcursor,plpgsql,v,false,34,1258,public/et_web_link_list.sql
public,et_workspace_contacts_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,64,3104,public/et_workspace_contacts_list.sql
public,et_workspace_fact_files,"parameter json, ref refcursor",refcursor,plpgsql,v,false,72,3042,public/et_workspace_fact_files.sql
public,et_workspace_fact_issues,"parameter jsonb, ref refcursor",refcursor,plpgsql,v,false,142,2880,public/et_workspace_fact_issues.sql
public,et_workspace_fact_issues_backup,"parameter json, ref refcursor",refcursor,plpgsql,v,false,77,3543,public/et_workspace_fact_issues_backup.sql
public,et_workspace_fact_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,266,6538,public/et_workspace_fact_list.sql
public,et_workspace_fact_list___07_working ,"parameter json, ref refcursor",refcursor,plpgsql,v,false,239,6030,public/et_workspace_fact_list___07_working_.sql
public,et_workspace_fact_list_backup_multiple,"parameter jsonb, ref refcursor",refcursor,plpgsql,v,false,102,2180,public/et_workspace_fact_list_backup_multiple.sql
public,et_workspace_fact_list_correct_backup,"parameter jsonb, ref refcursor",refcursor,plpgsql,v,false,244,6487,public/et_workspace_fact_list_correct_backup.sql
public,et_workspace_issues_list,"parameter json, ref refcursor",refcursor,plpgsql,v,false,47,2128,public/et_workspace_issues_list.sql
public,et_workspace_issues_list_test,"parameter json, ref refcursor",refcursor,plpgsql,v,false,47,2133,public/et_workspace_issues_list_test.sql
public,et_workspace_organize,"parameter json, ref refcursor",refcursor,plpgsql,v,false,54,1982,public/et_workspace_organize.sql
public,fact_bound_ts_immutable,"j jsonb, p_bound text",timestamp with time zone,sql,i,false,120,3763,public/fact_bound_ts_immutable.sql
public,filter_columnnames,"filter_name text, ctype text",text,plpgsql,v,false,137,4091,public/filter_columnnames.sql
public,filter_whereclause,"jfilters jsonb, ctype text",text,plpgsql,v,false,67,2656,public/filter_whereclause.sql
public,filter_whereclause_1,"jfilters jsonb, ctype text",text,plpgsql,v,false,136,5838,public/filter_whereclause_1.sql
public,filter_whereclause_2,"jfilters jsonb, ctype text",text,plpgsql,v,false,153,6818,public/filter_whereclause_2.sql
public,filter_whereclause_3,"jfilters jsonb, ctype text",text,plpgsql,v,false,153,6761,public/filter_whereclause_3.sql
public,filter_whereclause_backup,"jfilters jsonb, ctype text",text,plpgsql,v,false,67,2663,public/filter_whereclause_backup.sql
public,fsym_on_d_for_pblc_bdcntcts_trg_lv_grp,,trigger,plpgsql,v,false,36,5456,public/fsym_on_d_for_pblc_bdcntcts_trg_lv_grp.sql
public,fsym_on_d_for_pblc_bdctgry_trg_lv_grp,,trigger,plpgsql,v,false,31,4713,public/fsym_on_d_for_pblc_bdctgry_trg_lv_grp.sql
public,fsym_on_d_for_pblc_bdprmssn_trg_lv_grp,,trigger,plpgsql,v,false,36,5434,public/fsym_on_d_for_pblc_bdprmssn_trg_lv_grp.sql
public,fsym_on_d_for_pblc_bdshr_trg_lv_grp,,trigger,plpgsql,v,false,43,6485,public/fsym_on_d_for_pblc_bdshr_trg_lv_grp.sql
public,fsym_on_d_for_pblc_bdsrlnks_trg_lv_grp,,trigger,plpgsql,v,false,38,5551,public/fsym_on_d_for_pblc_bdsrlnks_trg_lv_grp.sql
