schema,name,severity,issue,details
download,et_delete,LOW,SELECT_STAR,1 SELECT *
download,et_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
download,et_get_approximate_size,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
download,et_get_approximate_size,LOW,SELECT_STAR,2 SELECT *
download,et_get_download_jobs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
download,et_get_download_jobs,LOW,SELECT_STAR,1 SELECT *
download,et_get_download_presigned_url,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
download,et_get_hyperlink_jobs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
download,et_insert_download_process,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
download,et_insert_download_process,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
download,et_insert_download_process_files,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
download,et_insert_download_process_files,LOW,SELECT_STAR,1 SELECT *
download,et_insert_download_process_files_backup,LOW,SELECT_STAR,1 SELECT *
download,et_insert_download_process_files_backup,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
download,et_insert_download_process_files_hyperlink,LOW,SELECT_STAR,1 SELECT *
download,et_insert_download_process_new,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
download,et_insert_download_process_new,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
download,et_insert_download_process_new,LOW,SELECT_STAR,1 SELECT *
download,et_insert_download_process_new,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
download,et_process_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,debug_et_advance_search_filter,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
elastic,debug_et_advance_search_filter,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,et_advance_search,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,et_advance_search,LOW,SELECT_STAR,1 SELECT *
elastic,et_advance_search_filter,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,et_bundles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,et_sub_bundles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,et_sub_bundles,LOW,SELECT_STAR,1 SELECT *
elastic,old_et_advance_search,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
elastic,old_et_advance_search,LOW,SELECT_STAR,1 SELECT *
elastic,test_et_advance_search_filter,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_get_common_topic,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_get_faq_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_get_keywords,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
helpcenter,et_help_get_keywords,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_module_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_module_iu,LOW,MANY_REFCURSORS,6 refcursors
helpcenter,et_help_module_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_sub_module_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
helpcenter,et_help_sub_module_detail,LOW,SELECT_STAR,1 SELECT *
helpcenter,et_help_sub_module_iu,LOW,MANY_REFCURSORS,6 refcursors
helpcenter,et_help_sub_module_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_download_presentreport,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_case_getinfo,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_get_setup_details,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_highlights,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_highlights_shared,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_home_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_index_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_index_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_individual_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_individual_detail,LOW,SELECT_STAR,1 SELECT *
present,et_present_individual_tabs,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_insert_files,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
present,et_present_insertupdate_users,LOW,SELECT_STAR,1 SELECT *
present,et_present_link_share,LOW,SELECT_STAR,1 SELECT *
present,et_present_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_manage_documents,LOW,SELECT_STAR,1 SELECT *
present,et_present_manage_status,LOW,SELECT_STAR,2 SELECT *
present,et_present_ongoing,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_recent_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_recent_files_ids,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_remark_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_schedule_delete,LOW,SELECT_STAR,1 SELECT *
present,et_present_schedule_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_setup_files,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
present,et_present_setup_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_setup_files,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
present,et_present_shared_link,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_status,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_subtypes,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_teamusers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_toolbar_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_toolbar_user_accept_reject,LOW,SELECT_STAR,2 SELECT *
present,et_present_toolbar_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_types,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
present,et_present_user_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,alphanumeric_sort,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,dynamic_pivot,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,dynamic_pivot,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,dynamic_pivot,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_activity_bundledata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_casels,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_connections,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_paginate_scan,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_activity_paginate_scandata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_paginate_scandata,LOW,SELECT_STAR,1 SELECT *
public,et_activity_scandata,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_scandata,LOW,MULTIPLE_SELECT_INTO,6 SELECT INTO statements
public,et_activity_session,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_activity_userlog,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_activity_userlog,LOW,SELECT_STAR,1 SELECT *
public,et_activity_userls,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_activity_userls,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_archivecase,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_bundles_filetypes,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_admin_bundles_filetypes,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_admin_bundles_filetypes,LOW,SELECT_STAR,2 SELECT *
public,et_admin_bundles_filetypes,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_bundles_filetypes,LOW,VERY_LONG_BODY,470 lines
public,et_admin_bundles_filetypes_backup,MEDIUM,EXCEPTION_WHEN_OTHERS,3 occurrence(s)
public,et_admin_bundles_filetypes_backup,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes_backup,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_admin_bundles_filetypes_backup,LOW,SELECT_STAR,3 SELECT *
public,et_admin_bundles_filetypes_backup,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_bundles_filetypes_backup,LOW,VERY_LONG_BODY,541 lines
public,et_admin_bundles_filetypes_backup1312026,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_bundles_filetypes_backup1312026,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_admin_bundles_filetypes_backup1312026,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes_backup1312026,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_admin_bundles_filetypes_backup1312026,LOW,SELECT_STAR,2 SELECT *
public,et_admin_bundles_filetypes_backup1312026,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_bundles_filetypes_backup1312026,LOW,VERY_LONG_BODY,470 lines
public,et_admin_bundles_filetypes_test,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_bundles_filetypes_test,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_admin_bundles_filetypes_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes_test,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_admin_bundles_filetypes_test,LOW,SELECT_STAR,2 SELECT *
public,et_admin_bundles_filetypes_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_bundles_filetypes_test,LOW,VERY_LONG_BODY,469 lines
public,et_admin_bundles_filetypes_today_backup,MEDIUM,EXCEPTION_WHEN_OTHERS,3 occurrence(s)
public,et_admin_bundles_filetypes_today_backup,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_bundles_filetypes_today_backup,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_admin_bundles_filetypes_today_backup,LOW,SELECT_STAR,3 SELECT *
public,et_admin_bundles_filetypes_today_backup,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_bundles_filetypes_today_backup,LOW,VERY_LONG_BODY,541 lines
public,et_admin_bundles_pagination_data,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_case_assignedusers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_case_delete,LOW,SELECT_STAR,1 SELECT *
public,et_admin_case_getdetail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_case_getinfo,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_case_teamsetup,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_admin_case_tickets,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_insertupdate_case,LOW,MULTIPLE_SELECT_INTO,5 SELECT INTO statements
public,et_admin_insertupdate_case,LOW,SELECT_STAR,1 SELECT *
public,et_admin_insertupdate_case,LOW,MANY_REFCURSORS,6 refcursors
public,et_admin_searched_bundles,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_searched_bundles,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_admin_searched_bundles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_searched_bundles,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_admin_searched_bundles,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_searched_bundles,LOW,VERY_LONG_BODY,343 lines
public,et_admin_searched_bundles_test,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_searched_bundles_test,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_admin_searched_bundles_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_searched_bundles_test,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_admin_searched_bundles_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_admin_searched_bundles_test,LOW,VERY_LONG_BODY,343 lines
public,et_admin_section_builder,LOW,SELECT_STAR,1 SELECT *
public,et_admin_sections,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_admin_update_bundle_tab,LOW,SELECT_STAR,1 SELECT *
public,et_admin_update_bundle_tag,LOW,SELECT_STAR,2 SELECT *
public,et_admin_update_bundledetail,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_admin_update_bundledetail,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_admindashboard,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_allusers,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_archivecase,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_assign_bundles,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_assign_bundles,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_assign_bundles,LOW,SELECT_STAR,2 SELECT *
public,et_assign_checkbundle_exists,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_assign_contact,LOW,SELECT_STAR,1 SELECT *
public,et_assign_contact_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_assign_custom_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_assign_tag,LOW,SELECT_STAR,1 SELECT *
public,et_assign_tag_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_assign_task,LOW,SELECT_STAR,1 SELECT *
public,et_assign_task_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_batchfile_columns,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_batchfile_getdata,LOW,SELECT_STAR,1 SELECT *
public,et_batchfile_log_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_batchfile_log_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_batchfile_log_detail,LOW,SELECT_STAR,1 SELECT *
public,et_batchfile_log_summery,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_batchfile_update,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
public,et_batchfile_update,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_batchfile_update,LOW,SELECT_STAR,1 SELECT *
public,et_batchfile_update,HIGH,EXECUTE_NO_USING,3 EXECUTE without USING — possible SQL injection
public,et_bundle_is_issuetag,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundle_is_issuetag,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"4 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_bundle_links,LOW,RAISE_NOTICE_DEBUG,2 statement(s)
public,et_bundle_links,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundle_links,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_bundle_parentids,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundlebuilder,LOW,SELECT_STAR,2 SELECT *
public,et_bundledetail,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_bundledetail,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_bundledetail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail,LOW,SELECT_STAR,4 SELECT *
public,et_bundledetail,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_backup1,MEDIUM,EXCEPTION_WHEN_OTHERS,4 occurrence(s)
public,et_bundledetail_backup1,LOW,RAISE_NOTICE_DEBUG,1 statement(s)
public,et_bundledetail_backup1,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_backup1,LOW,SELECT_STAR,5 SELECT *
public,et_bundledetail_backup1,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_backup1,LOW,VERY_LONG_BODY,368 lines
public,et_bundledetail_old,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_old,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_search,MEDIUM,EXCEPTION_WHEN_OTHERS,2 occurrence(s)
public,et_bundledetail_search,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
public,et_bundledetail_search,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_search,LOW,SELECT_STAR,3 SELECT *
public,et_bundledetail_search,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_search,LOW,VERY_LONG_BODY,523 lines
public,et_bundledetail_search_test,MEDIUM,EXCEPTION_WHEN_OTHERS,2 occurrence(s)
public,et_bundledetail_search_test,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
public,et_bundledetail_search_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_search_test,LOW,SELECT_STAR,3 SELECT *
public,et_bundledetail_search_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_search_test,LOW,VERY_LONG_BODY,523 lines
public,et_bundledetail_test,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_bundledetail_test,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_bundledetail_test,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_test,LOW,SELECT_STAR,4 SELECT *
public,et_bundledetail_test,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_test2,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_bundledetail_test2,LOW,RAISE_NOTICE_DEBUG,3 statement(s)
public,et_bundledetail_test2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_test2,LOW,SELECT_STAR,4 SELECT *
public,et_bundledetail_test2,HIGH,EXECUTE_NO_USING,1 EXECUTE without USING — possible SQL injection
public,et_bundledetail_with_filter,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
public,et_bundledetail_with_filter,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundledetail_with_filter,LOW,MULTIPLE_SELECT_INTO,4 SELECT INTO statements
public,et_bundledetail_with_filter,LOW,SELECT_STAR,6 SELECT *
public,et_bundledetail_with_filter,HIGH,EXECUTE_NO_USING,3 EXECUTE without USING — possible SQL injection
public,et_bundledetail_with_filter,LOW,VERY_LONG_BODY,377 lines
public,et_bundles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundles,LOW,SELECT_STAR,1 SELECT *
public,et_bundles_ids,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_bundles_permissions,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_case_contactbuilder,LOW,MANY_REFCURSORS,10 refcursors
public,et_case_tuples_users,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_case_user_info,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_checkemail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_combo_codemaster,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_combo_teams,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_common_my_team_user,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_company_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_companybuilder,LOW,MANY_REFCURSORS,5 refcursors
public,et_contact_case_rolebuilder,LOW,MANY_REFCURSORS,5 refcursors
public,et_contact_case_rolelist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_company_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_detail,LOW,MANY_LEFT_JOINS_NO_DISTINCT,"5 LEFT JOIN(s), no DISTINCT — verify no row duplication"
public,et_contact_files,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_list,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_mentiontag_exists,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contact_rolebuilder,LOW,MANY_REFCURSORS,5 refcursors
public,et_contact_rolelist,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_contactbuilder,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_contactbuilder,LOW,MANY_REFCURSORS,6 refcursors
public,et_convert_files_byids,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_convert_log,MEDIUM,EXCEPTION_WHEN_OTHERS,1 occurrence(s)
public,et_convert_log,LOW,RAISE_NOTICE_DEBUG,4 statement(s)
public,et_copy_bundles,LOW,MULTIPLE_SELECT_INTO,9 SELECT INTO statements
public,et_copy_bundles,LOW,SELECT_STAR,1 SELECT *
public,et_dashboard,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_dashboard_info,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_dashboard_v2,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_delete_bundles,LOW,MULTIPLE_SELECT_INTO,3 SELECT INTO statements
public,et_delete_bundles,LOW,SELECT_STAR,1 SELECT *
public,et_displaycontact,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_displayfiles,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_displayfiles,LOW,VERY_LONG_BODY,331 lines
public,et_displayfiles_backup,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_displayissue,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_displaytag,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_doc_annotations,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
public,et_doc_delete,LOW,SELECT_STAR,2 SELECT *
public,et_doc_detail,MEDIUM,VOLATILE_BUT_READ_ONLY,no INSERT/UPDATE/DELETE — should be STABLE
